sn,region,district,school_name,location,gender,residency,email,category,is_stem,latitude,longitude,youth_literacy_count,mpi_score,elec_norm,water_norm,sanitation_norm,aid_norm,pov_norm,lit_norm,priority_score,priority_tier
445,NORTH EAST,EAST MAMPRUSI,GAMBAGA GIRLS SENIOR HIGH SCHOOL,GAMBAGA,FEMALE,DAY/BOARDING,gambagagirlsshs@ges.gov.gh,C,No,7.190168,0.337969,13444.8,0.22,0.24234458021420083,0.17632342030948145,0.0,0.10931996032703346,0.5499999999999999,0.8326587705275397,0.7449676647328115,HIGH
452,NORTH EAST,WEST MAMPUSI,WALEWALETECH/ VOC INST.,WALEWALE,MIXED,DAY,walewaletechvocinst@ges.gov.gh,C,No,,,13444.8,0.22,0.24234458021420083,0.17632342030948145,0.0,0.12015810733498497,0.5499999999999999,0.8326587705275397,0.7446425203225729,HIGH
442,NORTH EAST,BUNKRUPGU-YUNGUO,NAKPANDURI SENIOR HIGH SCHOOL,NAKPANDURI,MIXED,DAY/BOARDING,nakpandurishs@ges.gov.gh,C,No,5.5950893,-0.277005,13444.8,0.22,0.24234458021420083,0.17632342030948145,0.0,0.12015810733498497,0.5499999999999999,0.8326587705275397,0.7446425203225729,HIGH
451,NORTH EAST,WEST MAMPRUSI MUNICIPAL,JANGA SENIOR HIGH/TECH SCHOOL,MUNICIPAL ASSEMBLY,MALE,DAY/BOARDING,jangashts@ges.gov.gh,C,No,10.0272463,-0.9731496,13444.8,0.22,0.24234458021420083,0.17632342030948145,0.0,0.12015810733498497,0.5499999999999999,0.8326587705275397,0.7446425203225729,HIGH
517,SAVANNAH,SAWLA-TUNA-KALBA,TUNA SENIOR HIGH/TECH SCHOOL,TUNA,MIXED,DAY/BOARDING,tunashst@ges.gov.gh,C,No,10.0272463,-0.9731496,12968.666666666666,0.225,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.12015810733498497,0.5625,0.8413081916388122,0.7408271890634673,HIGH
526,UPPER EAST,BINDURI,BINDURI COMM. SENIOR HIGH SCHOOL,BINDURI,MIXED,DAY,binduricommshs@ges.gov.gh,C,No,6.8901817,-1.2489599,11089.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.7499999999999999,0.8754541491062345,0.7357538527746303,HIGH
450,NORTH EAST,WEST MAMPRUSI,WALEWALE SENIOR HIGH SCHOOL,WWAESLETW MEALMEPRUSI,MIXED,DAY/BOARDING,walewaleshs@ges.gov.gh,C,No,9.4226781,-0.8620235,10774.823529411764,0.2058823529411765,0.24234458021420083,0.17632342030948145,0.0,0.4788214713439279,0.5147058823529412,0.8811614676389375,0.7354200583860365,HIGH
449,NORTH EAST,WEST MAMPRUSI,WULUGU SENIOR HIGH SCHOOL,WULUGU,MIXED,DAY/BOARDING,wulugushs@ges.gov.gh,C,No,10.6593164,-1.268658,13444.8,0.22,0.24234458021420083,0.17632342030948145,0.0,0.4788214713439279,0.5499999999999999,0.8326587705275397,0.7338826194023046,HIGH
556,UPPER EAST,TALENSI,TONGO SENIOR HIGH/TECH SCHOOL,TONGO,MIXED,DAY,tongoshst@ges.gov.gh,C,No,10.9324723,-0.9735882,15277.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.7499999999999999,0.7993750908298213,0.716734088205527,HIGH
557,UPPER EAST,TALENSI,BOLGATANGA SENIOR HIGH SCHOOL,BOLGATANGA,MIXED,DAY/BOARDING,bolgatangashs@ges.gov.gh,C,No,10.6593164,-1.268658,15277.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.7499999999999999,0.7993750908298213,0.716734088205527,HIGH
518,SAVANNAH,SAWLA-TUNA-KALBA,SAWLA SENIOR HIGH SCHOOL,SAWLA,MIXED,DAY/BOARDING,sawlashs@ges.gov.gh,C,No,5.8771706,0.3662603,15488.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.12015810733498497,0.5,0.7955420723732016,0.7106356592470647,HIGH
480,NORTHERN,TOLON,KASULIYILI SENIOR HIGH SCHOOL,KASULIYILI,MIXED,DAY,kasuliyilishs@ges.gov.gh,C,No,9.3815355,-0.8511432,11883.0,0.3,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.7499999999999999,0.861030373492225,0.7088393436037732,HIGH
481,NORTHERN,TOLON,TOLON SENIOR HIGH SCHOOL,TOLON,MIXED,DAY/BOARDING,tolonshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11883.0,0.3,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.7499999999999999,0.861030373492225,0.7088393436037732,HIGH
520,SAVANNAH,WEST GONJA,DAMONGO SENIOR HIGH SCHOOL,DAMONGO,MIXED,DAY/BOARDING,damongoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11666.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.9084073669844867,0.5,0.8649723877343409,0.7043457602978646,HIGH
519,SAVANNAH,WEST GONJA,NDEWURA JAKPA SENIOR HIGH/TECH SCHOOL,DAMONGO,MIXED,DAY/BOARDING,ndewurajakpashst@ges.gov.gh,C,No,10.0272463,-0.9731496,11666.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.9084073669844867,0.5,0.8649723877343409,0.7043457602978646,HIGH
508,SAVANNAH,BOLE,BAMBOI COMM. SENIOR HIGH SCHOOL,BAMBOI,MIXED,DAY,bamboicommshs@ges.gov.gh,C,No,9.3815355,-0.8511432,14855.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.5877354853746821,0.5,0.8070411277430606,0.6994831017483386,HIGH
510,SAVANNAH,BOLE,ST. ANTHONY OF PADUA SENIOR HIGH/TECH SCHOOL,BAMBOI,MIXED,DAY,stanthonyofpaduashs@ges.gov.gh,C,No,4.9118697,-1.7874429,14855.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.5877354853746821,0.5,0.8070411277430606,0.6994831017483386,HIGH
509,SAVANNAH,BOLE,BOLE SENIOR HIGH SCHOOL,BOLE,MIXED,DAY/BOARDING,boleshs@ges.gov.gh,C,No,5.9668857,-0.9929572,14855.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,0.5877354853746821,0.5,0.8070411277430606,0.6994831017483386,HIGH
534,UPPER EAST,BONGO,BONGO SENIOR HIGH SCHOOL,BONGO,MIXED,DAY/BOARDING,bongoshs@ges.gov.gh,C,No,5.9668857,-0.9929572,20170.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.07083576719996751,0.7499999999999999,0.7104890277575934,0.6959922426415205,HIGH
536,UPPER EAST,BONGO,GOWRIE SENIOR HIGH/TECH SCHOOL,GOWRIE,MIXED,DAY/BOARDING,gowrieshst@ges.gov.gh,C,No,6.6556435,-1.1071968,20170.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.07083576719996751,0.7499999999999999,0.7104890277575934,0.6959922426415205,HIGH
535,UPPER EAST,BONGO,ZORKOR SENIOR HIGH SCHOOL,ZORKOR,MIXED,DAY/BOARDING,zorkorshs@ges.gov.gh,C,No,10.9014082,-0.9013563,20170.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.07083576719996751,0.7499999999999999,0.7104890277575934,0.6959922426415205,HIGH
533,UPPER EAST,BONGO,AZEEM-NAMOA SENIOR HIGH/TECH SCHOOL,SAMBOLIGO AMANGA NABIISI,MIXED,DAY,azeemnamoashst@ges.gov.gh,C,No,10.0272463,-0.9731496,20170.0,0.3,0.0,0.9745529405514182,0.11888571713094374,0.07083576719996751,0.7499999999999999,0.7104890277575934,0.6959922426415205,HIGH
579,UPPER WEST,SISALA EAST,KANTON SENIOR HIGH SCHOOL,TUMU,MIXED,DAY/BOARDING,kantonshs@ges.gov.gh,C,No,6.6903393,-1.5480316,11883.0,0.3,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.7499999999999999,0.861030373492225,0.6911200774298161,HIGH
590,UPPER WEST,WA WEST,LASSIE-TUOLU SENIOR HIGH SCHOOL,LASSIE,MIXED,DAY/BOARDING,lassietuolushs@ges.gov.gh,C,No,5.9926294,0.8187733,12740.0,0.3,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.1515506618750852,0.7499999999999999,0.8454621421305043,0.686286242953183,HIGH
515,SAVANNAH,EAST GONJA,SALAGA T.I. AHMAD SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagatiahmadiyyashs@ges.gov.gh,C,No,9.4273607,-0.8767444,15488.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,1.0,0.5,0.7955420723732016,0.6842404024671143,HIGH
514,SAVANNAH,EAST GONJA,SALAGA SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagashs@ges.gov.gh,C,No,10.6593164,-1.268658,15488.0,0.2,0.23062165385661015,0.22607720922621044,0.06584576387046477,1.0,0.5,0.7955420723732016,0.6842404024671143,HIGH
489,OTI,BIAKOYE,BIAKOYE COMM. DAY SCHOOL,KWAMEKROM,MIXED,DAY,biakoyecommdayshs@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765,0.38045588054083396,0.3231083511795151,0.38392779907651325,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6696650136751172,HIGH
493,OTI,JASIKAN,FR. DOGLI MEMORIAL VOC.TECH. INST.,NEW AYOMA,MIXED,DAY/BOARDING,frdoglimemorialtechvocinst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765,0.38045588054083396,0.3231083511795151,0.38392779907651325,0.19827493134856156,0.5147058823529412,0.8811614676389375,0.6673215089547099,HIGH
470,NORTHERN,SAVELUGU-NANTON,SAVELUGU SENIOR HIGH SCHOOL,SAVELUGU,MIXED,DAY/BOARDING,savelugushs@ges.gov.gh,C,No,5.9926294,0.8187733,5210.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.5,0.9822518529283535,0.6641447134628055,HIGH
542,UPPER EAST,GARU TEMPANE,GARU COMM. DAY SENIOR HIGH SCHOOL,GARU,MIXED,DAY,garucommshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10283.0,0.2,0.0,0.9745529405514182,0.11888571713094374,0.14216280216417695,0.5,0.8900959162912367,0.6637541537260051,HIGH
539,UPPER EAST,BUILSA NORTH,WIAGA COMM. SENIOR HIGH SCHOOL,WIAGA,MIXED,DAY,wiagacommshs@ges.gov.gh,C,No,10.6593164,-1.268658,10722.0,0.2,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5,0.8821210579857579,0.6624205799945111,HIGH
538,UPPER EAST,BUILSA NORTH,SANDEMA SENIOR HIGH/TECH SCHOOL,DAMPONG,MIXED,DAY,sandemashst@ges.gov.gh,C,No,10.0272463,-0.9731496,10722.0,0.2,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5,0.8821210579857579,0.6624205799945111,HIGH
537,UPPER EAST,BUILSA NORTH,SANDEMA SENIOR HIGH SCHOOL,SANDEMA,MIXED,DAY/BOARDING,sandemashs@ges.gov.gh,C,No,5.8771706,0.3662603,10722.0,0.2,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5,0.8821210579857579,0.6624205799945111,HIGH
453,NORTH EAST REGION,EAST MAMPRUSI MUNICIPAL,LANGBINSI SENIOR HIGH TECHNICAL SCHOOL,LANGBINSI,MIXED,DAY,langbinsishst@ges.gov.gh,C,No,5.3379361,-1.9707293,13444.8,0.22,0.6108308294216095,0.0,0.5130413047657351,0.12015810733498497,0.5499999999999999,0.8326587705275397,0.661480892193912,HIGH
500,OTI,KRACHI NCHUMURU,NCHUMURUMAN COMM. DAY SENIOR HIGH SCHOOL,[NEAR] TEGBI,MIXED,DAY,nchumurumancommdayshs@ges.gov.gh,C,No,5.9668857,-0.9929572,11666.0,0.2,0.38045588054083396,0.3231083511795151,0.38392779907651325,0.12015810733498497,0.5,0.8649723877343409,0.6612059789930858,HIGH
543,UPPER EAST,GARU TEMPANI,TEMPANE SENIOR HIGH SCHOOL,TEMPANE,MIXED,DAY/BOARDING,tempaneshs@ges.gov.gh,C,No,5.5950893,-0.277005,11818.0,0.2,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5,0.8622111611684349,0.6574431057901804,HIGH
484,NORTHERN,ZABZUGU,ZABZUGU SENIOR HIGH SCHOOL,ZABZUGU,MIXED,DAY/BOARDING,zabzugushs@ges.gov.gh,C,No,10.6593164,-1.268658,7712.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.5,0.9368006103763988,0.6527819028248167,HIGH
458,NORTHERN,MION,SANG COMM. DAY SCHOOL,SANG,MIXED,DAY,sangcommdayshs@ges.gov.gh,C,No,9.4230346,-0.254394,7727.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.5,0.936528120912658,0.6527137804588816,HIGH
479,NORTHERN,TATALE SANGULI,E. P. AGRIC SENIOR HIGH/TECH SCHOOL,TATALE,MIXED,DAY,epagricshst@ges.gov.gh,C,No,10.0272463,-0.9731496,8140.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.5,0.9290255776776631,0.6508381446501328,HIGH
455,NORTHERN,KARAGA,KARAGA SENIOR HIGH SCHOOL,KARAGA,MIXED,DAY/BOARDING,karagashs@ges.gov.gh,C,No,10.6593164,-1.268658,7419.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.27922824953224556,0.5,0.9421232379014678,0.6493404554401662,HIGH
558,UPPER WEST,BUSSIE-ISSA,DAFFIAMAH SENIOR HIGH SCHOOL,DAFFIAMAH,MIXED,DAY/BOARDING,daffiamahshs@ges.gov.gh,C,No,7.142572,-1.6406402,5165.0,0.2,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5,0.9830693213195757,0.6466298143866538,HIGH
547,UPPER EAST,KASENA-NANKANI MUNICIPAL,NOTRE DAME SEM/ SENIOR HIGH SCHOOL NAVRONGO,NAVRONGO,MALE,DAY/BOARDING,notredamesemshs@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
553,UPPER EAST,KASENA-NANKANI WEST,CHIANA SENIOR HIGH SCHOOL,CHIANA,MIXED,DAY/BOARDING,chianashs@ges.gov.gh,C,No,10.6593164,-1.268658,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
550,UPPER EAST,KASENA-NANKANI WEST,SIRIGU INTEGRATED SENIOR HIGH SCHOOL,SIRIGU,MIXED,DAY/BOARDING,sirigushs@ges.gov.gh,C,No,5.0317548,-1.6628839,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
549,UPPER EAST,KASENA-NANKANI WEST,PAGA SENIOR HIGH SCHOOL,PAGA,MIXED,DAY,pagashs@ges.gov.gh,C,No,10.6593164,-1.268658,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
548,UPPER EAST,KASENA-NANKANI MUNICIPAL,NAVRONGO SENIOR HIGH SCHOOL,JANANIA- NAVRONGO,MIXED,DAY/BOARDING,navrongoshs@ges.gov.gh,C,No,5.9926294,0.8187733,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
545,UPPER EAST,KASENA-NANKANI MUNICIPAL,AWE SENIOR HIGH/TECH SCHOOL,NAVRONGO,MIXED,DAY/BOARDING,aweshst@ges.gov.gh,C,No,10.0272463,-0.9731496,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
546,UPPER EAST,KASENA-NANKANI MUNICIPAL,ST. JOHN'S INTEGRATED SENIOR HIGH/TECH SCHOOL,TONO,MIXED,DAY/BOARDING,stjohnsintegratedshst@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
521,UPPER EAST,BAWKU EAST,BAWKU TECH. INST.,BAWKU KPALUGU,MIXED,DAY,bawkutechinst@ges.gov.gh,C,No,11.0511766,-0.2670358,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
544,UPPER EAST,KASENA-NANKANI,O.L.L. GIRLS SENIOR HIGH SCHOOL,NAVRONGO,FEMALE,DAY/BOARDING,ourladyoflourdesgilrlsshs@ges.gov.gh,C,No,7.190168,0.337969,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
551,UPPER EAST,KASENA-NANKANI WEST,NABANGO SENIOR HIGH SCHOOL,NABANGO,MIXED,DAY,nabangoshs@ges.gov.gh,C,No,5.8771706,0.3662603,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
554,UPPER EAST,KASSENA NANAKANA EAST,ST. BERNADETTES TECH/VOC. INST.,NAVRONGO,MIXED,DAY/BOARDING,stbernadettestechvocinst@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
552,UPPER EAST,KASENA-NANKANI WEST,MIRIGU COMMUNITY DAY SENIOR HIGH SCHOOL,MIRIGU,MIXED,DAY,mirigucommshs@ges.gov.gh,C,No,5.314022,-1.00919,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
527,UPPER EAST,BOLGA EAST,GAMBIGO COMM. DAY SENIOR HIGH SCHOOL,GAMBIGO,MIXED,DAY,gambigocommshs@ges.gov.gh,C,No,6.8901817,-1.2489599,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.12015810733498497,0.5075757575757575,0.7845373514244318,0.6402973806269069,HIGH
522,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH/TECH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushst@ges.gov.gh,C,No,5.5950893,-0.277005,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.14225453640550784,0.5075757575757575,0.7845373514244318,0.6396344877547911,HIGH
523,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushs@ges.gov.gh,C,No,5.5950893,-0.277005,16093.787878787878,0.203030303030303,0.0,0.9745529405514182,0.11888571713094374,0.14225453640550784,0.5075757575757575,0.7845373514244318,0.6396344877547911,HIGH
460,NORTHERN,NANUMBA SOUTH,WULENSI SENIOR HIGH SCHOOL,WULENSI,MIXED,DAY/BOARDING,wulensishs@ges.gov.gh,C,No,10.6593164,-1.268658,10868.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.14114010343793848,0.5,0.879468827205348,0.6378194971489655,HIGH
564,UPPER WEST,LAMBUSIE-KARNI,LAMBUSSIE COMM SENIOR HIGH SCHOOL,LAMBUSSIE,MIXED,DAY,lambussiecommshs@ges.gov.gh,C,No,9.3815355,-0.8511432,7873.0,0.2,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5,0.9338758901322483,0.6343314565898219,HIGH
575,UPPER WEST,NANDOM,HOLY FAMILY SENIOR HIGH SCHOOL,HAMILE,MIXED,DAY/BOARDING,holyfamilyshs@ges.gov.gh,C,No,9.3815355,-0.8511432,7873.0,0.2,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5,0.9338758901322483,0.6343314565898219,HIGH
563,UPPER WEST,LAMBUSIE-KARNI,PIINA SENIOR HIGH SCHOOL,PIINA,MIXED,DAY/BOARDING,piinashs@ges.gov.gh,C,No,5.5950893,-0.277005,7873.0,0.2,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5,0.9338758901322483,0.6343314565898219,HIGH
457,NORTHERN,KUMBUNGU,KUMBUNGU SENIOR HIGH SCHOOL,KUMBUNGU,MIXED,DAY/BOARDING,kumbungushs@ges.gov.gh,C,No,6.6903393,-1.5480316,12484.0,0.2,0.520415087797951,0.4381036346875572,0.11449919695013815,0.12015810733498497,0.5,0.8501126289783462,0.6311099074753036,HIGH
586,UPPER WEST,WA MUNICIPAL,WA SENIOR HIGH/TECH SCHOOL,WA,MIXED,DAY/BOARDING,washst@ges.gov.gh,C,No,10.6593164,-1.268658,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
589,UPPER WEST,WA MUNICIPAL,"ISLAMIC SENIOR HIGH SCHOOL, WA",WA,MIXED,DAY/BOARDING,islamicwashs@ges.gov.gh,C,No,9.3815355,-0.8511432,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
588,UPPER WEST,WA MUNICIPAL,WA TECH. INST.,WA,MIXED,DAY/BOARDING,watechinst@ges.gov.gh,C,No,10.0394737,-2.5040223,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
585,UPPER WEST,WA MUNICIPAL,JAMIAT AL-HIDAYA ISLAMIC GIRLS SENIOR HIGH SCHOOL,WA,FEMALE,DAY/BOARDING,jamiatalhidayaislamicgirlsshs@ges.gov.gh,C,No,9.3743188,-0.8407925,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
576,UPPER WEST,NANDOM,ST.JOHN'S VOC. TECH. INSTITUTE,NANDOM,MIXED,DAY/BOARDING,stjohnstechvocinst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
580,UPPER WEST,SISALA WEST,DR. HILA LIMAN SENIOR HIGH SCHOOL,GWOLLU,MIXED,DAY/BOARDING,drhilalimanshs@ges.gov.gh,C,No,5.7065864,-0.1702485,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
578,UPPER WEST,SISALA EAST,TUMU SENIOR HIGH/TECH SCHOOL,TUMU,MIXED,DAY/BOARDING,tumushst@ges.gov.gh,C,No,6.6556435,-1.1071968,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
583,UPPER WEST,WA MUNICIPAL,"T. I. AHMADIYYA SENIOR HIGH SCHOOL, WA",WA,MIXED,DAY/BOARDING,tiahmadiyyawashs@ges.gov.gh,C,No,9.4064815,-0.8770518,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
577,UPPER WEST,NANDOM,KO SENIOR HIGH SCHOOL,KO-NANDOM,MIXED,DAY/BOARDING,koshs@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765,0.20434277981660895,0.9976462473796703,0.0716754236131183,0.12015810733498497,0.5147058823529412,0.8811614676389375,0.6255646156723766,HIGH
