DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
GH202200000126,GHGE8AFL,GH,2022,126,GH2022DHS,124.5609818,141.5298767,160.9052734,181.3654327,193.7568054,21.6865139,28.71884537,36.74669266,24.75588799,25.52940559,32.84525299,30.65876198,31.38260651,31.42810249,31.57522774,8.559721947,7.590972424,7.660908699,8.028255463,7.982682228,NA,3.903320789,0.289720953,0.308243126,0.306824207,0.326334715,0.314554781,0,0,0,0,0,30.83414841,9,0.064474851,0.074244231,0.035269108,0.242061615,0.63125807,0.638304234,27.17566299,26.0808506,26.75777245,26.6179409,27.23725128,0.119613051,38.57790756,2.333184242,1.139514923,3.044330597,0.427055091,0.387765259,0.161700338,0.210591316,0.166816905,0.465925068,0.402477503,0.111183077,0.169021666,0.128344312,31.65860939,31.41594315,31.78849983,31.8156395,31.9502182,27.35478973,27.59545708,27.93255234,27.77750397,27.93166924,23.09888649,23.82497215,24.12759018,23.78738594,23.96753502,0.251104027,21.506073,21.50293922,22.13294029,21.8077774,22.89927673,3.574493647,3.37919569,3.424782991,3.543634415,3.457971573,77.51830292,97.04660797,125.8494339,87.72581482,88.27996063,682.486084,827.8534546,1151.144409,890.3823242,915.0837402,28.1490345,29.06126785,29.46082497,28.99897957,28.40095329,27.18847466,26.20541763,25.61452484,26.55140305,27.25573158,28.20264053,28.37477493,25.46484375,299.0257874,357.5622559,422.5348816,455.9534302,513.6922607,2229.196045,2592.919189,2997.026855,3411.130127,3810.885254,104.1831436,121.1820145,140.0682831,159.4217072,178.1045685,10.26519489,11.71389294,13.96483231,11.92230511,10.21784401
GH202200000127,GHGE8AFL,GH,2022,127,GH2022DHS,144.3698883,164.037323,186.493988,210.2079163,224.7813873,21.17298508,27.95711708,35.50888443,23.81392288,24.97140312,32.53974915,31.26673508,32.10164261,32.26548386,32.43045807,8.522222519,7.563194752,7.631857872,8.000304222,7.95438385,NA,3.958007097,0.292485029,0.307372898,0.299799651,0.313983351,0.320891023,0,0,0,0,0,32.00100708,9,1.894197106,0.074843071,0.033889372,0.239599302,0.62558949,0.618294537,26.99564934,26.49409676,27.11535263,27.19913101,27.69036865,3.991060257,252.5814514,9.839529037,2.589389324,9.152355194,0.421382606,0.356951475,0.153889045,0.208563551,0.168579072,0.4591268,0.356339365,0.103785954,0.166761771,0.131266788,31.69049644,31.44869804,31.82096481,31.84926224,31.98372459,27.40473175,27.64210129,27.98220444,27.82617188,27.97756195,23.16827393,23.88550377,24.18910599,23.84895897,24.02934074,0.656769872,21.45155334,21.72145844,22.12906265,22.13277817,22.95028114,3.576866388,3.389496565,3.431553841,3.551041842,3.460460186,75.73294067,94.76055145,121.850647,84.5642395,86.41254425,672.8961182,795.0424194,1116.541992,830.6236572,874.1260986,28.27211761,29.18013382,29.54694748,29.06036568,28.44382858,27.2286911,26.28697586,25.77405739,26.62235832,27.33995056,28.29724312,28.43579292,30.38671875,729.9365845,620.4797974,874.5513916,747.9932861,892.3857422,2202.471191,2561.83374,2961.09668,3370.235596,3765.197998,104.183136,121.1820068,140.0682678,159.4217072,178.1045532,10.2070179,11.79995251,13.99133682,11.83075905,10.29584217
GH202200000128,GHGE8AFL,GH,2022,128,GH2022DHS,476.6487122,541.5823364,615.7248535,694.0182495,742.8458252,23.07617188,31.10986137,40.45429993,27.49952888,27.14222717,30.51136398,29.29583359,29.43111038,29.33013916,28.88121033,8.502937317,7.500839233,7.552546501,7.923582077,7.898553371,NA,0.572916627,0.203219399,0.207350686,0.236967355,0.207842365,0.198402002,0,0,0,0,0,34.50868225,9,0.435371101,0.05995943,0.031130299,0.227443248,0.536197603,0.620050132,26.52250099,26.22340393,26.72881889,26.35763931,26.7301178,0.151744932,18.89142418,3.472923994,9.336108208,2.600064754,0.367040604,0.332225859,0.150633588,0.191079557,0.15184781,0.373551399,0.32486698,0.102501243,0.147421926,0.111209869,31.62265778,31.359375,31.72317696,31.75422478,31.89097214,27.34458923,27.58222008,27.92423439,27.76354218,27.9158287,23.11972046,23.85853577,24.17063141,23.8306427,23.9924202,0.358130246,22.53363609,23.15097237,24.0265274,23.38513947,24.57902527,3.555179358,3.335865259,3.392809629,3.525043488,3.44545722,82.03993225,103.7783051,137.2537384,96.93703461,93.51737976,NA,NA,NA,NA,-121.8456268,27.63512993,28.50961113,28.8819809,28.48233795,27.93951416,26.78795433,25.72211075,25.18435097,26.11048889,26.84155846,27.87603951,27.88129807,70.95832825,472.9467163,417.9001465,391.3354797,361.6402588,387.0345764,1694.445068,1778.041748,1854.032715,1903.701172,1918.669189,262.2318726,275.169281,286.9296265,294.6163025,296.9327393,10.29303837,11.31093502,13.62693405,11.99230576,9.928405762
GH202200000129,GHGE8AFL,GH,2022,129,GH2022DHS,18.7493763,21.30359459,24.22005272,27.29978943,30.39534378,22.53143692,30.14611053,39.19443512,26.55409813,26.44351959,30.03313065,28.20677185,28.86094856,28.98828697,29.01137733,8.548018456,7.551418304,7.614120483,7.987355232,7.946932793,NA,-0.19921869,0.204826757,0.191026911,0.160845608,0.17436111,0.154580176,0,0,0,0,0,28,9,1.135839343,0.072919264,0.039713215,0.260408998,0.598019958,0.671284318,26.03681946,25.4783802,26.19086838,25.97447395,26.51751709,44.90486145,103.8449326,180.4221191,3.870603085,133.6115265,0.4032709,0.392025471,0.172561422,0.207700178,0.163334563,0.429152817,0.411271632,0.123477489,0.166236401,0.122470692,31.61606026,31.359375,31.72977448,31.75862312,31.89097214,27.31600189,27.55693054,27.89894485,27.73715401,27.8916378,23.06804085,23.8079567,24.11565399,23.77126884,23.9440403,0.108768784,22.04050446,22.74998856,23.52078629,22.96066093,24.02365494,3.566174746,3.350159168,3.407103539,3.534939289,3.456452608,80.3510437,100.994278,133.5394897,93.86713409,91.40077209,706.6939087,826.5352783,1235.861572,848.4788818,845.8095703,27.68625259,28.57865334,28.95113182,28.54626656,27.98686028,26.82316971,25.79913521,25.2245121,26.14969254,26.88082695,27.90810776,27.94485664,80.83886719,304.8220215,305.7850342,316.0868225,433.9698792,402.3923645,4431.501953,4650.133301,4848.873047,4978.771484,5017.917969,262.2319031,275.1693115,286.9296265,294.6163025,296.9327698,10.09116268,11.1642561,13.41967201,11.77041912,9.774250031
GH202200000130,GHGE8AFL,GH,2022,130,GH2022DHS,467.5093079,531.1978149,603.9187012,680.7109375,758.208374,21.23630142,27.94857216,36.54812622,24.51633453,24.75047874,34.12228012,30.61863899,32.46203613,31.73384857,31.49263954,8.622873306,7.628559113,7.713889122,8.098871231,8.020659447,NA,0.839286029,0.116927467,0.084127605,0.106028296,0.078671008,0.091866948,0,0,0,0,0,27.88007927,9,0.620490253,0,0,0,0,0,27.93860054,26.27445793,27.63874245,27.10780907,27.41697693,0.021193087,2.438155413,0.363357872,0.22435914,0.222429529,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.59609413,31.34687614,31.73307419,31.75850677,31.87708473,27.25772667,27.50447083,27.85342979,27.68229294,27.84019089,22.97322083,23.71831703,24.01918411,23.65963554,23.85642433,0.093151309,21.75492477,21.93027878,22.81545258,22.48177147,23.34131432,3.591579914,3.37582469,3.43832469,3.56210947,3.487413168,76.27187347,94.34947968,125.6643219,87.3298645,86.3151474,773.6660156,914.7722168,1423.081787,921.0007935,921.3219604,27.51485443,28.38540649,28.72062302,28.29470825,27.82580948,26.64975548,25.56382942,24.98694229,25.90533066,26.65595245,27.73923492,27.86621857,48.09277344,82.56562042,90.40145111,77.93691254,116.1572571,118.6520157,514.5831299,539.970459,563.0479736,578.1317139,582.6773071,262.2319031,275.169281,286.9295959,294.6163025,296.9327393,9.348697662,10.41457462,12.4504385,10.95827293,9.08115387
GH202200000131,GHGE8AFL,GH,2022,131,GH2022DHS,200.6137695,227.9432831,259.1486511,292.1011047,250.0496979,20.60040283,26.91187859,35.42199707,23.62362289,23.90591049,34.25318146,30.33340073,30.26431274,32.36006546,31.15235519,8.643157005,7.644473553,7.739120483,8.133189201,8.035821915,NA,3.070486307,0.183255821,0.18225047,0.162385195,0.179555506,0.17850703,0,0,0,0,0,30.55482101,10,0.773686647,0.067579046,0.039943304,0.208021909,0.46138683,0.588362932,28.1816349,26.35816383,26.91110229,27.52447701,27.42523575,0.320746422,36.40010452,3.34376502,2.387241364,2.804893255,0.37236926,0.393585861,0.174058408,0.1899845,0.151832446,0.382084131,0.414477617,0.124129489,0.143426001,0.108735636,31.58411598,31.33437538,31.72838593,31.75306702,31.86319542,27.23405647,27.48262596,27.83852768,27.65937614,27.8180275,22.94095802,23.68990326,23.98926544,23.61987877,23.8273735,0.09693893,22.11008835,22.38292885,23.55789375,22.68888855,23.69811821,3.603674889,3.384186983,3.452242613,3.57730031,3.505063772,74.2371521,91.0748291,122.2853317,84.50879669,83.79174042,710.3822021,820.6530151,1309.20105,866.300415,845.5098877,27.70198441,28.61113739,28.90343857,28.51603889,27.90553284,26.68011093,25.61885452,25.21962929,26.01356316,26.78819084,27.81540489,27.88014984,23.98287201,498.7375183,656.0639038,708.8654175,655.8392334,551.2848511,10666.24121,11163.24902,11609.96094,11889.86523,11952.06738,507.1847839,530.817749,552.059082,565.3686523,568.326416,8.850607872,9.842451096,11.73210239,10.4147253,8.574666977
GH202200000132,GHGE8AFL,GH,2022,132,GH2022DHS,237.172226,269.4820862,306.374115,345.3315735,440.0225525,19.98265076,25.90476227,34.33684158,22.76259995,23.08751488,33.69757462,31.00857735,30.73421288,32.65327835,32.55619812,8.662254333,7.65905714,7.762731552,8.165827751,8.049710274,NA,7.231445313,0.25153783,0.282585829,0.267665386,0.240423679,0.242095321,0,0,0,0,0,36.59887314,10,0.09290117,0.08062271,0.047449991,0.212035686,0.440958023,0.590880334,27.61380005,26.24856567,26.70196724,27.40229225,27.92641449,0.361511707,60.92549133,5.303792477,2.521974802,3.211263418,0.379761279,0.413955301,0.185258061,0.194884658,0.160970271,0.395346761,0.449839443,0.136700332,0.148996726,0.118265867,31.57230949,31.32187653,31.723526,31.74751282,31.84930611,27.21114159,27.46144485,27.82429123,27.63715363,27.79649925,22.91005516,23.66281891,23.96079254,23.58168411,23.79959488,0.595155418,21.53002548,21.488554,22.6697216,22.15130806,23.29663277,3.615480423,3.392173052,3.465784073,3.592231035,3.522424698,72.24687195,87.87343597,119.0040817,81.76852417,81.32403564,627.0911865,741.1962891,1187.835205,772.9318237,773.6900024,27.7774086,28.75358582,28.96418571,28.66517639,28.01457024,26.74634361,25.72741318,25.48938942,26.21525002,26.84589767,27.75434875,27.68450928,9.5390625,1694.361328,1573.418823,1691.947266,1433.74231,1393.466064,10854.53613,11360.30371,11814.88672,12099.71582,12163,507.4119873,531.0548706,552.3050537,565.619812,568.578125,8.357830048,9.274187088,11.01922035,9.877017021,8.072236061
GH202200000133,GHGE8AFL,GH,2022,133,GH2022DHS,517.3358154,587.8121948,668.2835693,753.2601318,708.8446045,19.8277092,25.67155838,34.14774323,22.59962273,22.87546921,34.21069336,31.11916733,31.03583336,32.85904312,32.77697754,8.658753395,7.651707649,7.756712914,8.163686752,8.042650223,NA,7.770833969,0.228439331,0.25329414,0.238159254,0.212835431,0.221531659,0,0,0,0,0,53.79356384,10,0.012479917,0.076349981,0.046629522,0.201678157,0.40506655,0.60562104,27.95874405,26.43632507,26.97109413,27.6388855,28.1665802,0.354223371,31.82631493,5.854374409,3.929979801,3.403273344,0.354120344,0.392748415,0.167707294,0.186603561,0.159215182,0.356577039,0.4178617,0.118257359,0.139230072,0.116070159,31.56831741,31.31562614,31.71918488,31.74346161,31.84236145,27.20795822,27.45817566,27.82449341,27.63368034,27.79273796,22.90956306,23.66391945,23.96247101,23.57977486,23.79971123,1.78120029,21.70679283,21.75348282,22.9063549,22.41872597,23.55618477,3.618200302,3.392028332,3.468417406,3.596831799,3.527922392,71.74062347,87.0786438,118.4386292,81.28704071,80.70288086,610.0078735,721.5076294,1151.897339,746.1618652,756.821167,27.78123665,28.75901604,28.96271706,28.71768761,28.04334068,26.73501587,25.70486641,25.54193115,26.273283,26.91685295,27.7831707,27.63545036,2.812695265,4174.387695,3432.335449,2783.132568,3528.677246,3867.467285,9267.894531,9699.732422,10087.86719,10331.0625,10385.0957,507.4120178,531.0548706,552.3050537,565.619873,568.578125,8.169878006,9.032514572,10.72277641,9.672392845,7.865644932
GH202200000134,GHGE8AFL,GH,2022,134,GH2022DHS,1276.452881,1457.932617,1666.956421,1898.391846,1325.523926,19.67300415,25.4383316,33.95893478,22.43706131,22.66408348,34.56022644,31.85083389,31.89895821,33.5506897,33.38874817,8.655252457,7.644358158,7.750694752,8.161545753,8.035590172,NA,7.648112774,0.21259892,0.219161615,0.221017525,0.191140503,0.201184124,0,0,0,0,0,65.89421082,10,0.004159973,0.062705599,0.03915951,0.168761536,0.289143711,0.581923246,28.28624916,26.99380112,27.48312569,28.10081482,28.59458542,0.232810989,11.91270161,2.626255035,1.435326576,1.878256083,0.311103284,0.343557268,0.141962275,0.170772657,0.146395057,0.296611428,0.343346864,0.093189165,0.121299937,0.10219121,31.56432343,31.30937576,31.71484375,31.7394104,31.83541679,27.20477486,27.45490456,27.82469749,27.63020897,27.78897667,22.90907097,23.66501808,23.96414948,23.5778656,23.79982758,5.609183311,22.01227188,22.13677216,23.06729126,22.65093803,23.80042076,3.620920181,3.391883612,3.471050501,3.601432323,3.533420086,71.234375,86.28385162,117.8731766,80.80555725,80.08172607,585.0028076,694.0040894,1107.254639,705.75354,-382.8340149,27.77079391,28.74371529,28.97773743,28.80097771,28.0800209,26.72587967,25.6896019,25.58829308,26.3490181,27.04223061,27.83701324,27.60635376,2.260416508,4918.413086,5004.333984,5032.501465,5322.29834,5471.467285,27757.49219,29594.33398,31193.625,32301.22266,32650.9668,3111.947266,3317.87915,3497.178955,3621.35376,3660.564209,7.981926918,8.790842056,10.42633247,9.467768669,7.659053802
GH202200000135,GHGE8AFL,GH,2022,135,GH2022DHS,1276.452881,1457.932617,1666.956421,1898.391846,1325.523926,19.67300415,25.4383316,33.95893478,22.43706131,22.66408348,34.56022644,31.85083389,31.89895821,33.5506897,33.38874817,8.655252457,7.644358158,7.750694752,8.161545753,8.035590172,NA,7.648112774,0.21259892,0.219161615,0.221017525,0.191140503,0.201184124,0,0,0,0,0,65.89421082,10,0.004159973,0.062705599,0.03915951,0.168761536,0.289143711,0.581923246,28.28624916,26.99380112,27.48312569,28.10081482,28.59458542,0.232810989,11.91270161,2.626255035,1.435326576,1.878256083,0.311103284,0.343557268,0.141962275,0.170772657,0.146395057,0.296611428,0.343346864,0.093189165,0.121299937,0.10219121,31.56432343,31.30937576,31.71484375,31.7394104,31.83541679,27.20477486,27.45490456,27.82469749,27.63020897,27.78897667,22.90907097,23.66501808,23.96414948,23.5778656,23.79982758,5.609183311,22.01227188,22.13677216,23.06729126,22.65093803,23.80042076,3.620920181,3.391883612,3.471050501,3.601432323,3.533420086,71.234375,86.28385162,117.8731766,80.80555725,80.08172607,585.0028076,694.0040894,1107.254639,705.75354,-382.8340149,27.77079391,28.74371529,28.97773743,28.80097771,28.0800209,26.72587967,25.6896019,25.58829308,26.3490181,27.04223061,27.83701324,27.60635376,2.260416508,4918.413086,5004.333984,5032.501465,5322.29834,5471.467285,27757.49219,29594.33398,31193.625,32301.22266,32650.9668,3111.947266,3317.87915,3497.178955,3621.35376,3660.564209,7.981926918,8.790842056,10.42633247,9.467768669,7.659053802
GH202200000136,GHGE8AFL,GH,2022,136,GH2022DHS,855.753479,975.9092407,1113.957031,1264.780762,1300.289917,19.8854599,25.73360443,34.11350632,22.59370995,22.96361732,33.91569519,31.92435074,31.5424099,32.61634064,32.90443039,8.670558929,7.668374062,7.774074078,8.177575111,8.05862236,NA,19.921875,0.277016044,0.294812381,0.306078881,0.267642409,0.271861434,0,0,0,0,0,36.37384796,10,0.035360113,0.077671379,0.044472262,0.195545956,0.39304781,0.584892094,27.62396431,26.59380722,26.90184212,27.26660728,27.96598434,1.566165328,121.791153,12.38465023,2.743243217,10.44995975,0.386744857,0.432650417,0.192888126,0.20242697,0.16742669,0.407216877,0.484976262,0.145292029,0.158233806,0.125700727,31.57109451,31.32187653,31.72474098,31.74832153,31.84930611,27.2058754,27.4567852,27.81963348,27.63229179,27.79204369,22.90053558,23.65350151,23.95066643,23.57074738,23.79068375,0.486590922,21.33223534,21.2632637,22.26127243,21.91687584,23.0275383,3.617505789,3.394806147,3.468417406,3.594053984,3.524450302,71.9357605,87.3605957,118.3198776,81.20301056,80.93412781,634.0031128,771.6504517,1198.950562,785.1213379,777.4297485,27.76410484,28.75338745,28.95499611,28.6635952,28.01241875,26.74514389,25.74137497,25.50320816,26.22701073,26.83397293,27.72179413,27.65241051,6.44140625,1714.128052,1777.624512,2102.589844,2474.516357,2903.753662,13015.14453,15779.11621,19691.17969,25098.67969,32409.91406,608.4604492,737.6766357,920.5662842,1173.36792,1515.169556,8.320642471,9.247167587,10.98104,9.83614254,8.043839455
GH202200000137,GHGE8AFL,GH,2022,137,GH2022DHS,173.1224365,196.7068329,223.6359558,252.0727234,269.8779297,20.81475639,27.2065506,35.57852936,23.78378296,24.21106148,33.32284164,30.25479126,31.82947922,31.93287849,31.779356,8.658463478,7.668489933,7.762500286,8.149218559,8.058854103,NA,5.22167778,0.284396619,0.307717174,0.31287238,0.300052077,0.301684588,0,0,0,0,0,29.15426826,10,1.36437881,0.079976879,0.043533187,0.224871084,0.523867786,0.621854722,27.11772728,25.77635384,26.9061985,26.80904388,27.23540878,0.23288326,33.66532135,3.727736712,2.184419394,3.442459583,0.4047212,0.423500836,0.180138037,0.196453422,0.150361866,0.430827379,0.460736364,0.13003701,0.150674716,0.107261993,31.59088707,31.34687614,31.73828125,31.76198006,31.87708473,27.23515701,27.48450661,27.83346367,27.66145897,27.82109451,22.93242264,23.67838669,23.97578239,23.61276054,23.81822968,0.146164984,20.91261292,21.29791641,21.98291588,21.68520737,22.69145966,3.600260496,3.387109518,3.449609518,3.56992197,3.49609375,74.9385376,92.15156555,122.7320328,84.90625,84.64414215,687.6251221,832.4389648,1262.500244,882.3756714,881.6682739,27.82067108,28.76613808,29.05731583,28.7117691,28.11281013,26.8731308,25.92218399,25.40948677,26.22424126,26.94379807,27.94246674,28.04460907,21.71191406,698.1710815,841.4799194,1029.652588,730.715271,657.987854,5248.950684,5499.630371,5726.063965,5870.64209,5907.93457,245.3512421,257.0687561,267.6528931,274.4109192,276.1540833,9.189322472,10.29877567,12.28680992,10.78309917,8.959452629
GH202200000138,GHGE8AFL,GH,2022,138,GH2022DHS,89.0659256,101.1993332,115.0535049,129.6833038,140.6631622,20.63055038,26.92380905,35.32328033,23.56983948,23.95988464,33.55204391,30.93934059,31.44885445,32.10986328,31.65683746,8.657335281,7.663802147,7.759722233,8.150434494,8.054340363,NA,10.11230469,0.273319155,0.295953304,0.300072402,0.282455742,0.27964589,0,0,0,0,0,32.52097702,10,1.184809089,0.075008824,0.040962473,0.209223554,0.463140726,0.587434292,27.37568283,26.18293381,26.87894058,26.99975777,27.33154488,0.267316669,58.615242,3.473601103,2.216906786,3.600110292,0.384962231,0.410820782,0.174877703,0.193081453,0.150532767,0.400693834,0.440824062,0.124514982,0.14668262,0.107286692,31.58654594,31.34062576,31.73428917,31.75815964,31.87014008,27.23046875,27.47990608,27.83233452,27.65659714,27.81605911,22.92921066,23.67682457,23.97456741,23.60772705,23.81579971,0.224267423,21.19931793,21.42652702,22.30902863,21.88965225,23.00625229,3.603559017,3.387717009,3.452994823,3.57504344,3.502170086,74.34339905,91.21024323,121.9710922,84.26319885,83.91159058,677.854187,801.1674194,1241.144409,861.4187622,840.2189941,27.77833939,28.71341324,28.99728012,28.65101242,28.04231071,26.80280113,25.80452538,25.34705734,26.14432716,26.89573479,27.89229202,27.96686554,18.25390625,1760.724365,1719.160522,1847.96228,1414.846313,1413.702271,5425.593262,5679.855469,5908.653809,6052.657227,6085.885254,253.6080322,265.492981,276.1876831,282.9188232,284.4720154,8.990746498,10.04938316,11.97945786,10.56679726,8.744748116
GH202200000139,GHGE8AFL,GH,2022,139,GH2022DHS,150.3171997,170.9780426,194.6126251,219.8289032,247.8975525,19.83449173,25.56490326,33.66305161,22.29229164,22.92778587,32.07798004,31.31294441,30.70705605,30.65614128,31.58042526,8.708406448,7.717679501,7.828240871,8.225492477,8.105845451,NA,46.4296875,0.362168998,0.357254058,0.400492251,0.378198385,0.380130559,0,0,0,0,0,40.77594376,10,0,0.072522946,0.040277679,0.190218478,0.412706226,0.620356023,26.39006233,25.99550056,25.92493439,25.73266602,26.67814064,0.678325713,112.1083145,12.9482708,3.660390854,14.47651863,0.422391236,0.461012542,0.223408595,0.227413327,0.182037145,0.46539104,0.53779304,0.181369483,0.190482304,0.142931372,31.57456589,31.33437538,31.73793411,31.75943375,31.86319542,27.19268036,27.44602203,27.80192375,27.62118149,27.7830162,22.86616135,23.61669731,23.90969467,23.53394127,23.75734901,0.450662673,20.70214653,20.67805672,21.14281273,20.80919075,21.77585602,3.61958909,3.404875517,3.472931147,3.591623306,3.520977974,71.79270935,87.0453186,116.909462,80.06551361,80.72822571,809.8482056,944.9661255,1369.869873,917.0734253,909.9256592,27.48631287,28.51737022,28.73522377,28.37929726,27.79882813,26.56115723,25.62507439,25.23161316,26.02110863,26.57700539,27.42017365,27.46920204,22.67285156,1608.172119,1548.799316,1306.848633,1273.422363,1409.442139,4621.709961,4841.359863,5038.279297,5162.413574,5190.605957,216.0998688,226.370163,235.5776367,241.3818512,242.700058,8.558420181,9.630153656,11.43211651,10.09357357,8.351548195
GH202200000140,GHGE8AFL,GH,2022,140,GH2022DHS,128.7359924,146.2736511,166.2984772,187.4444122,202.6281738,19.9777317,25.73724174,33.65824509,22.32826042,23.14022064,32.00984955,30.84122086,31.05966568,30.99967384,31.90375328,8.729644775,7.748351097,7.859722614,8.249913216,8.135243416,NA,45.20312881,0.370843917,0.344107628,0.384211123,0.385323614,0.373462379,0,0,0,0,0,21.88664246,10,0,0.073168397,0.039236769,0.195931062,0.479548305,0.621671796,26.31062508,25.64951706,26.03202057,25.90184975,26.91503716,0.238992184,48.11633682,4.283017159,2.235726595,2.912656069,0.452811956,0.466136575,0.240796283,0.245416254,0.196298346,0.51982367,0.543715715,0.20334956,0.214722067,0.16026932,31.58046913,31.34687614,31.74869919,31.76892471,31.87708473,27.1900177,27.44457626,27.79353333,27.61979103,27.78289986,22.85082436,23.598526,23.88897705,23.51901054,23.74184036,0.073560111,20.6114006,20.45781326,21.00437355,20.80402756,21.92632103,3.61762166,3.409678936,3.472178936,3.58554697,3.513454914,72.27187347,87.75572968,116.8674469,80.05902863,81.30212402,798.708313,945.3341675,1384.958618,967.4381714,988.1668701,27.5939064,28.62327576,28.86429787,28.47291756,27.91667366,26.67630005,25.80413055,25.33561516,26.09236526,26.66165543,27.54171371,27.64079094,33.38671875,447.690979,367.1761475,402.7703857,385.7845764,365.6410828,5009.575684,5242.99707,5452.79541,5584.25,5613.456543,234.2355499,245.1497498,254.9594116,261.1059265,262.4715271,8.870573044,10.06717873,11.95955276,10.43275166,8.716050148
GH202200000141,GHGE8AFL,GH,2022,141,GH2022DHS,116.5393066,132.41539,150.543045,169.6855621,183.3323822,21.55496979,28.33853531,36.6045723,24.6457386,25.22456551,31.65545464,30.20564079,31.14450836,31.2687149,31.63664055,8.662977219,7.687239647,7.773611546,8.144357681,8.076910019,NA,10.99023533,0.356612504,0.347542197,0.364308655,0.382335752,0.383560121,0,0,0,0,0,32.51599121,10,1.33319068,0.0760663,0.039021932,0.232689485,0.592846274,0.639209449,26.23172379,25.39304543,26.34055328,26.0750351,26.7856102,0.209163472,25.85604095,4.219367504,2.509236097,2.678162575,0.459927559,0.452278346,0.199369401,0.230442196,0.180320755,0.523186982,0.507725358,0.151720226,0.193845451,0.141587004,31.60824776,31.37187576,31.75425529,31.77725792,31.90486145,27.25390625,27.50290871,27.83797836,27.68090248,27.8412323,22.94527054,23.68463516,23.98064232,23.63290024,23.82795143,0.073224977,20.80799294,20.58045197,21.5365963,20.88135338,21.93457794,3.587065935,3.384678841,3.43606782,3.549435854,3.471788168,77.31909943,95.91684723,125.7757797,87.47847748,87.57434845,734.1876831,878.3114014,1271.163574,955.1464844,974.6828613,27.88436508,28.86180878,29.26551437,28.84326935,28.24964523,27.06072807,26.15705109,25.55029488,26.39952469,27.00930405,27.97505188,28.16887856,25.58789063,224.6778412,243.3797302,323.2215271,300.375,285.7478638,2364.435059,2766.844482,3217.390381,3684.083984,4140.720703,110.5205841,129.330368,150.3901978,172.2048187,193.5493469,9.983628273,11.29634571,13.51622009,11.6483078,9.818272591
